Code;Name;Description;Price;Link;Image;Brand;Categories;ShippingCost;Availability;Vat
100195;Rotolo per distributore self service - 57 mm x 85 m - 70 gr - diametro esterno 87 mm - anima 12 mm - carta termica BPA free - Sabacart;Rotolo carta termica BPA free Sabacart per distributore self service, 57 mm × 85 m, 70 gr, diametro esterno 87 mm, anima 12 mm.;2.44;https://www.asforniture.it/prodotti/rotolo-per-distributore-self-service-57-mm-x-85-m-70-gr-diametro-esterno-87-mm-a--100195;https://www.asforniture.it/images/carta-termica-100195.jpg;Sabacart;Carta > Carta Termica;0.00;1;22
100332;Rotolo per bilancia - 62,5 mm x 30 m - 55 gr - diametro esterno 50 mm - anima 12 mm - carta termica BPA free - Sabacart - blister 10 pezzi;Rotolo carta termica BPA free Sabacart per bilancia, 62,5 mm × 30 m, 55 gr, diametro esterno 50 mm, anima 12 mm. Blister da 10 pezzi.;12.81;https://www.asforniture.it/prodotti/rotolo-per-bilancia-62-5-mm-x-30-m-55-gr-diametro-esterno-50-mm-anima-12-mm-cart--100332;https://www.asforniture.it/images/carta-termica-100332.jpg;Sabacart;Carta > Carta Termica;0.00;1;22
100335;Rotolo per bilancia - 57 mm x 38 m - 112 gr - diametro esterno 82 mm - anima 25 mm - carta termica adesiva BPA free - Sabacart - blister 4 pezzi;Rotolo carta termica adesiva BPA free Sabacart per bilancia, 57 mm × 38 m, 112 gr, diametro esterno 82 mm, anima 25 mm. Blister da 4 pezzi.;22.57;https://www.asforniture.it/prodotti/rotolo-per-bilancia-57-mm-x-38-m-112-gr-diametro-esterno-82-mm-anima-25-mm-carta--100335;https://www.asforniture.it/images/carta-termica-100335.jpg;Sabacart;Carta > Carta Termica;0.00;1;22
100337;Rotolo per bilancia - 62,5 mm x 38 m - 112 gr - diametro esterno 82 mm - anima 25 mm - carta termica adesiva BPA free - Sabacart - blister 4 pezzi;Rotolo carta termica adesiva BPA free Sabacart per bilancia, 62,5 mm × 38 m, 112 gr, diametro esterno 82 mm, anima 25 mm. Blister da 4 pezzi.;25.62;https://www.asforniture.it/prodotti/rotolo-per-bilancia-62-5-mm-x-38-m-112-gr-diametro-esterno-82-mm-anima-25-mm-car--100337;https://www.asforniture.it/images/carta-termica-100337.jpg;Sabacart;Carta > Carta Termica;0.00;1;22
101355;Nastro adesivo antiscivolo DURALINE GRIP+ FORMFIT - 5 cm x 15 m - nero - Durable;Nastro antiscivolo Durable DURALINE GRIP+ FORMFIT, 5 cm × 15 m, nero. Versione formfit per adattarsi meglio a profili e superfici irregolari mantenendo grip elevato. Indicato per scale metalliche, piattaforme e zone ad alto passaggio. Preparare il supporto (sgrassare, asciugare), applicare senza bolle d’aria e pressare. Verificare compatibilità con detergenti industriali usati in manutenzione.;146.40;https://www.asforniture.it/prodotti/nastro-adesivo-antiscivolo-duraline-grip-formfit-5-cm-x-15-m-nero-durable--101355;https://odmultimedia.eu/immagini/MD/101355.jpg;Durable;Sicurezza > Nastri;0.00;1;22
101356;Nastro adesivo antiscivolo DURALINE GRIP+ - 5 cm x 15 m - giallo/nero - Durable;"Nastro antiscivolo Durable DURALINE GRIP+, 5 cm × 15 m, giallo/nero. Larghezza maggiorata per gradini e percorsi pedonali ad alto rischio scivolamento. Texture abrasiva ad alta aderenza; adesivo permanente per interni. Pulire e asciugare il supporto, applicare con pressione uniforme, non calpestare subito dopo l’applicazione. Elemento tipico dei piani di prevenzione antinfortunistica su scale e rampe.";97.60;https://www.asforniture.it/prodotti/nastro-adesivo-antiscivolo-duraline-grip-5-cm-x-15-m-giallo-nero-durable--101356;https://odmultimedia.eu/immagini/MD/101356.jpg;Durable;Sicurezza > Nastri;0.00;1;22
101358;Nastro adesivo antiscivolo DURALINE GRIP+ - 2,5 cm x 15 m - giallo/nero - Durable;"Nastro antiscivolo Durable DURALINE GRIP+, 2,5 cm × 15 m, giallo/nero a contrasto. Superficie abrasiva per ridurre il rischio di scivolamento su scale, rampe e soglie. Adesivo forte per pavimenti interni; applicare su fondo pulito e asciutto, lasciare maturare l’adesione prima del traffico intenso. Controllare usura periodicamente e sostituire se la grana è consumata. Contribuisce alle misure antinfortunistiche di prevenzione cadute.";48.80;https://www.asforniture.it/prodotti/nastro-adesivo-antiscivolo-duraline-grip-2-5-cm-x-15-m-giallo-nero-durable--101358;https://odmultimedia.eu/immagini/MD/101358.jpg;Durable;Sicurezza > Nastri;0.00;1;22
101802;Nastro adesivo antiscivolo ANTISLIP - 2,5 cm x 5 m - giallo/nero - Geko;"Nastro antiscivolo Geko ANTISLIP, 2,5 cm × 5 m, giallo/nero. Formato corto per interventi puntuali su gradini, pedane e soglie. Superficie grit ad alta aderenza; applicazione su fondo sgrassato. Pressare i bordi e verificare dopo le prime ore di traffico. Soluzione economica per la messa in sicurezza di punti critici.";8.54;https://www.asforniture.it/prodotti/nastro-adesivo-antiscivolo-antislip-2-5-cm-x-5-m-giallo-nero-geko--101802;https://odmultimedia.eu/immagini/MD/101802.jpg;Geko;Sicurezza > Nastri;0.00;1;22
101803;Striscia adesiva antiscivolo ANTISLIP - 1,9 x 61 cm - nero - Geko - conf. 5 pezzi;Strisce adesive antiscivolo Geko ANTISLIP, 1,9 × 61 cm, nero, conf. 5 pezzi. Pronte all’uso per gradini, pedane e soglie: riducono lo scivolamento con superficie grit. Tagliare se necessario, applicare su fondo sgrassato e asciutto, pressare bene. Controllare l’usura e sostituire le strisce consumate. Soluzione rapida per interventi di messa in sicurezza puntuale.;7.32;https://www.asforniture.it/prodotti/striscia-adesiva-antiscivolo-antislip-1-9-x-61-cm-nero-geko-conf-5-pezzi--101803;https://odmultimedia.eu/immagini/MD/101803.jpg;Geko;Sicurezza > Nastri;0.00;1;22
101808;Nastro adesivo antiscivolo fosforescente ANTISLIP - 5 cm x 15 m - giallo - Geko;"Nastro antiscivolo fosforescente Geko ANTISLIP, 5 cm × 15 m, giallo. Grip + effetto luminoso dopo esposizione alla luce, per scale e passaggi critici anche in scarsa illuminazione. Applicare su supporto pulito e asciutto; lasciare maturare l’adesivo. Ricaricare periodicamente esponendo alla luce artificiale/naturale. Integrabile nei piani di sicurezza antincendio e antinfortunistica.";73.20;https://www.asforniture.it/prodotti/nastro-adesivo-antiscivolo-fosforescente-antislip-5-cm-x-15-m-giallo-geko--101808;https://odmultimedia.eu/immagini/MD/101808.jpg;Geko;Sicurezza > Nastri;0.00;1;22
102020;Nastro mascheratura PRO Sensitive - per superfici delicate - 2,5 cm x 50 m - carta washi - rosa - Geko - conf. 6 pezzi;"Nastro mascheratura Geko PRO Sensitive, 2,5 cm × 50 m, carta washi rosa, conf. 6 pezzi. Pensato per superfici delicate (vernici fresche, laminati, plastiche): adesione controllata e rimozione pulita nei tempi consigliati. Ideale in verniciatura di precisione e protezione temporanea. Non lasciare oltre i limiti d’uso; rimuovere lentamente. Utile anche in ambiti tecnici dove serve mascheratura senza danneggiare il supporto.";48.80;https://www.asforniture.it/prodotti/nastro-mascheratura-pro-sensitive-per-superfici-delicate-2-5-cm-x-50-m-carta-was--102020;https://odmultimedia.eu/immagini/MD/102020.jpg;Geko;Sicurezza > Nastri;0.00;1;22
102021;Nastro mascheratura PRO Outdoor - per esterni - 2,5 cm x 50 m - carta washi - blu - Geko - conf. 6 pezzi;"Nastro mascheratura Geko PRO Outdoor, 2,5 cm × 50 m, carta washi blu, conf. 6 pezzi. Formulato per esterni: buona tenuta su intonaci e superfici irregolari, rimozione pulita se rispettati tempi d’uso. Ideale per verniciatura e demarcazioni temporanee di cantiere. Applicare su superficie asciutta; non esporre oltre i limiti dichiarati dal produttore per evitare residui. Utile anche per proteggere profili durante lavori di manutenzione.";48.80;https://www.asforniture.it/prodotti/nastro-mascheratura-pro-outdoor-per-esterni-2-5-cm-x-50-m-carta-washi-blu-geko-c--102021;https://odmultimedia.eu/immagini/MD/102021.jpg;Geko;Sicurezza > Nastri;0.00;1;22
102066;Carrello per le pulizie Uni-J 4.1 - multifunzione - 12 L - 75 x 60 x 118 cm - Taxon;Carrello pulizie Taxon Uni-J 4.1 multifunzione, 12 L, 75??60??118 cm.;359.90;https://www.asforniture.it/prodotti/carrello-per-le-pulizie-uni-j-4-1-multifunzione-12-l-75-x-60-x-118-cm-taxon--102066;https://odmultimedia.eu/immagini/MD/102066.jpg;Taxon;Prodotti per igiene > Attrezzature e Panni;0.00;1;22
102069;Aspirapolvere e liquidi semiprofessionale WTP 30XE - 1600 W - 30 L - 68 x 34 x 34 cm - Lavor;"Aspirapolvere aspiraliquidi semiprofessionale Lavor WTP 30XE: 1600 W, serbatoio 30 L, dimensioni 68×34×34 cm. Versatile per negozi, uffici e piccole attività: aspira polvere e liquidi con buona autonomia di carico. Svuotare e pulire filtro/serbatoio dopo l’uso; verificare tenuta e accessori prima di ogni intervento. Non impiegare su liquidi infiammabili o chimici non compatibili con le specifiche del costruttore.";341.60;https://www.asforniture.it/prodotti/aspirapolvere-e-liquidi-semiprofessionale-wtp-30xe-1600-w-30-l-68-x-34-x-34-cm-l--102069;https://odmultimedia.eu/immagini/MD/102069.jpg;Lavor;Prodotti per igiene > Macchine per Pulizia;0.00;1;22
102071;Aspirapolvere e liquidi professionale Windy 265IF - 2400 W - 65 L - 96 x 44 x 46 cm - Lavor;"Aspirapolvere aspiraliquidi professionale Lavor Windy 265IF: potenza 2400 W, serbatoio 65 L, ingombro 96×44×46 cm. Pensato per pulizie industriali e cantieri: aspira solidi e liquidi, con struttura robusta e grande capacità per interventi prolungati. Utilizzare con filtri e accessori previsti; dopo aspirazione liquidi svuotare e asciugare il serbatoio. DPI e procedure di sicurezza secondo manuale; non aspirare sostanze infiammabili o corrosive non autorizzate.";634.40;https://www.asforniture.it/prodotti/aspirapolvere-e-liquidi-professionale-windy-265if-2400-w-65-l-96-x-44-x-46-cm-la--102071;https://odmultimedia.eu/immagini/MD/102071.jpg;Lavor;Prodotti per igiene > Macchine per Pulizia;0.00;1;22
103584;Detergente disinfettante Lysoform Plus - per pavimenti - freschezza alpina - 5 L - Lysoform;"Detergente disinfettante concentrato Lysoform Plus per pavimenti duri e superfici lavabili. Formulazione professionale ad azione detergente e igienizzante, idonea ai piani di sanificazione in ambienti civili e commerciali. Profumazione «freschezza alpina». Dosaggio tipico: diluire in acqua secondo le indicazioni in etichetta (generalmente poche decine di ml per litro d’acqua per la manutenzione ordinaria). Applicare con mop, frangia o lavasciuga; non miscelare con prodotti a base di ammoniaca o acidi. Tanica da 5 L per uso intensivo.";29.28;https://www.asforniture.it/prodotti/detergente-disinfettante-lysoform-plus-per-pavimenti-freschezza-alpina-5-l-lysof--103584;https://odmultimedia.eu/immagini/MD/103584.jpg;Lysoform;Prodotti per igiene > Detergenti;0.00;1;22
103816;Aspirapolvere cordless - 30 W - 37 x 12 x 11 cm - bianco/verde - Girmi;"Aspirapolvere cordless compatto Girmi, 30 W, dimensioni 37×12×11 cm, finitura bianco/verde. Ideale per riprese rapide su scrivanie, auto, divani e angoli difficili grazie all’assenza di cavo. Autonomia e tempi di ricarica secondo scheda tecnica del produttore; svuotare il serbatoio polvere dopo ogni utilizzo intensivo. Non sostituisce un aspirapolvere a piena potenza per grandi superfici.";67.10;https://www.asforniture.it/prodotti/aspirapolvere-cordless-30-w-37-x-12-x-11-cm-bianco-verde-girmi--103816;https://odmultimedia.eu/immagini/MD/103816.jpg;Girmi;Prodotti per igiene > Macchine per Pulizia;0.00;1;22
103843;Sovraocchiali regolabili Haruna Clear - trasparente/nero - Deltaplus;"Sovraocchiali regolabili Deltaplus Haruna Clear, trasparente/nero. Sistema di regolazione per adattarsi a diverse montature da vista e morfologie. Lente chiara per interni; EN 166; UV EN 170; classe ottica 1 ove dichiarata. Buona alternativa premium agli overglasses fissi. Indicati per produzione, quality control e laboratori. Regolare le stanghette/ponte prima dell’uso; sostituire se la lente presenta distorsioni.";19.52;https://www.asforniture.it/prodotti/sovraocchiali-regolabili-haruna-clear-trasparente-nero-deltaplus--103843;https://odmultimedia.eu/immagini/LD/103843.jpg;Deltaplus;Sicurezza > Occhiali;0.00;1;22
103844;Sovraocchiali regolabili Haruna Smoke - fumé/nero - Deltaplus;Sovraocchiali regolabili Deltaplus Haruna Smoke, fumé/nero. Stessa piattaforma regolabile del modello Clear, con lente smoke per esterni e riduzione abbagliamento (EN 172 ove marcato) oltre a EN 166 e UV. Ideali per operatori con occhiali da vista che lavorano all’aperto o in aree molto illuminate. Non idonei alla saldatura (richiede EN 169). Conservare in custodia per proteggere i coating.;19.52;https://www.asforniture.it/prodotti/sovraocchiali-regolabili-haruna-smoke-fume-nero-deltaplus--103844;https://odmultimedia.eu/immagini/LD/103844.jpg;Deltaplus;Sicurezza > Occhiali;0.00;1;22
103955;Occhiali Meia Smoke - policarbonato - Deltaplus;"Occhiali Deltaplus Meia Smoke in policarbonato, lente fumé. Stile sportivo wraparound per protezione e comfort in esterni. EN 166; filtro solare EN 172; UV secondo marcatura; classe ottica 1 per uso continuo ove dichiarata. Trattamenti antigraffio/antiappannamento da confermare sull’etichetta. Indicati per edilizia, giardinaggio professionale e logistica outdoor. Non sostituiscono occhiali da saldatura EN 169.";14.64;https://www.asforniture.it/prodotti/occhiali-meia-smoke-policarbonato-deltaplus--103955;https://odmultimedia.eu/immagini/LD/103955.jpg;Deltaplus;Sicurezza > Occhiali;0.00;1;22
104148;Occhiali Brava2 Wheat - policarbonato - lente antiappannamento e antigraffio - incolore - Deltaplus;"Occhiali Deltaplus Brava2 Wheat in policarbonato, lente incolore con trattamenti antiappannamento e antigraffio (simboli N e K EN 166 ove marcati). Versione “Wheat” della famiglia Brava2 per ambienti con umidità e rischio abrasione superficiale. Classe ottica 1; UV EN 170. Adatti a industria alimentare, magazzino refrigerato e officina. Evitare panni abrasivi; sostituire se i coating risultano consumati.";6.10;https://www.asforniture.it/prodotti/occhiali-brava2-wheat-policarbonato-lente-antiappannamento-e-antigraffio-incolor--104148;https://odmultimedia.eu/immagini/LD/104148.jpg;Deltaplus;Sicurezza > Occhiali;0.00;1;22
104279;Rotolo per registratori di cassa - carta termica BPA free - 79 mm x 60 mt - 48 gr - diametro esterno 64 mm - anima 12 mm - Rotolificio Pugliese - bli...;Rotolo carta termica BPA free Rotolificio Pugliese per registratori di cassa, 79 mm × 60 m, 48 gr, diametro esterno 64 mm, anima 12 mm. Blister da 10 pezzi.;18.30;https://www.asforniture.it/prodotti/rotolo-per-registratori-di-cassa-carta-termica-bpa-free-79-mm-x-60-mt-48-gr-diam--104279;https://www.asforniture.it/images/carta-termica-104279.jpg;Rotolificio Pugliese;Carta > Carta Termica;0.00;1;22
104541;Giacca Softshell 2 in 1 Soccia - taglia L - nero/rosso - Deltaplus;"Giacca Softshell 2 in 1 Deltaplus Soccia, taglia L, nero/rosso. Sistema convertibile: strato Softshell antivento/idrorepellente/traspirante abbinabile a un secondo elemento (tipicamente pile o lining removibile — verificare configurazione sul lotto) per adattarsi a temperature variabili. Vestibilità L comoda per uso quotidiano in cantiere leggero e logistica. Contrasto rosso estetico, non EN ISO 20471. Ideale mezza stagione; smontare e lavare i componenti secondo etichetta.";79.30;https://www.asforniture.it/prodotti/giacca-softshell-2-in-1-soccia-taglia-l-nero-rosso-deltaplus--104541;https://odmultimedia.eu/immagini/LD/104541.jpg;Deltaplus;Sicurezza > Giacche;0.00;1;22
104546;Giacca Softshell Lulea2 - taglia XL - grigio/nero - Deltaplus;"Giacca Softshell Deltaplus Lulea2, taglia XL, grigio/nero. Capospalla tecnico Softshell per uso professionale: barriera al vento, superficie idrorepellente e traspirabilità per microclima asciutto sotto sforzo. Vestibilità XL ampia, adatta sopra pile o maglia. Profilo scuro discreto per produzione e magazzino. Non certificata EN ISO 20471. Controllare cuciture e zip dopo usi intensivi; non esporre a fiamme libere se non presente certificazione termica dedicata.";73.20;https://www.asforniture.it/prodotti/giacca-softshell-lulea2-taglia-xl-grigio-nero-deltaplus--104546;https://odmultimedia.eu/immagini/LD/104546.jpg;Deltaplus;Sicurezza > Giacche;0.00;1;22
105049;Registratore Oxford G85 - dorso 8 cm - protocollo 23 x 33 cm - Bianco - Esselte;Registratore Oxford G85 con meccanismo a leva, dorso 8cm, formato protocollo.;5.49;https://www.asforniture.it/prodotti/registratore-oxford-g85-dorso-8-cm-protocollo-23-x-33-cm-bianco-esselte--105049;https://odmultimedia.eu/immagini/HD/105049.jpg;Astro Forniture;Archivio > Raccoglitori Archivio;0.00;1;22
105192;Giacca da lavoro Softshell Texpel™ Splash Eco - L - nero/grigio - Portwest;Giacca da lavoro Softshell Portwest Texpel™ Splash Eco, taglia L, nero/grigio. Tecnologia Texpel Splash Eco orientata a idrorepellenza e resistenza agli schizzi con approach più sostenibile rispetto a trattamenti tradizionali (verificare claim Eco sul lotto). Softshell antivento e traspirante per lavoro outdoor e indoor non climatizzato. Vestibilità L professionale Portwest. Non è un capo alta visibilità EN ISO 20471. Seguire istruzioni di lavaggio per mantenere performance Splash.;73.20;https://www.asforniture.it/prodotti/giacca-da-lavoro-softshell-texpel-splash-eco-l-nero-grigio-portwest--105192;https://odmultimedia.eu/immagini/LD/105192.jpg;Portwest;Sicurezza > Giacche;0.00;1;22
105442;Aspirapolvere e liquidi Rudy 20S - 1200 W - 20 L - Lavor;Aspirapolvere e liquidi Lavor Rudy 20S, 1200 W, 20 L.;122.00;https://www.asforniture.it/prodotti/aspirapolvere-e-liquidi-rudy-20s-1200-w-20-l-lavor--105442;https://odmultimedia.eu/immagini/MD/105442.jpg;Lavor;Prodotti per igiene > Macchine per Pulizia;0.00;1;22
105489;Aspirapolvere MultiCiclonico - 700W - 17KPa - 2 filtri HEPA - Girmi;"Aspirapolvere multiciclonico Girmi da 700 W con pressione di aspirazione dichiarata 17 kPa. Sistema a cicloni per separare polvere e detriti riducendo l’intasamento del filtro; doppio filtro HEPA per trattenere particelle fini e allergeni. Adatto a pavimenti duri e tappeti in ambienti domestici e uffici di piccole/medie dimensioni. Svuotare periodicamente il contenitore e pulire i filtri HEPA secondo le istruzioni del produttore per mantenere le prestazioni.";146.40;https://www.asforniture.it/prodotti/aspirapolvere-multiciclonico-700w-17kpa-2-filtri-hepa-girmi--105489;https://odmultimedia.eu/immagini/MD/105489.jpg;Girmi;Prodotti per igiene > Macchine per Pulizia;0.00;1;22
105579;Occhiali a mascherina GoggleGear™ serie 3000 - cinturino neoprene - 3M;"Occhiali a mascherina 3M GoggleGear™ serie 3000 con cinturino in neoprene. Stessa piattaforma di protezione della versione tela, con cinturino neoprene più adatto ad ambienti umidi o dove serve maggiore aderenza e comfort sulla fronte. EN 166; UV EN 170; trattamenti antigraffio/antiappannamento secondo configurazione lente. Ideali per industria, cantieri e lavaggi. Non usare per saldatura ad arco senza filtro EN 169 dedicato.";29.28;https://www.asforniture.it/prodotti/occhiali-a-mascherina-gogglegear-serie-3000-cinturino-neoprene-3m--105579;https://odmultimedia.eu/immagini/LD/105579.jpg;3M;Sicurezza > Occhiali;0.00;1;22
105580;Occhiali a mascherina GoggleGear™ serie 3000 - cinturino tela - 3M;"Occhiali a mascherina 3M GoggleGear™ serie 3000 con cinturino in tela. Protezione a tenuta contro polveri e schizzi, compatibile con altri DPI 3M ove previsto. Conformità EN 166; possibili simbologie liquidi/polveri; classe ottica 1 tipica; UV EN 170 su lenti chiare. Cinturino tessuto regolabile per uso prolungato in ambienti asciutti. Ideali per chimica leggera, falegnameria e manutenzione. Controllare tenuta della guarnizione e sostituire lenti graffiate con ricambi originali.";19.52;https://www.asforniture.it/prodotti/occhiali-a-mascherina-gogglegear-serie-3000-cinturino-tela-3m--105580;https://odmultimedia.eu/immagini/LD/105580.jpg;3M;Sicurezza > Occhiali;0.00;1;22
105817;Detergente bagno Bio trigger - eucalipto - 750 ml - Alca;Detergente bagno Alca Bio in trigger da 750 ml, fragranza eucalipto. Formulato per sanitari, rubinetterie, cabine doccia e superfici smaltate: rimuove residui di sapone, aloni e sporco quotidiano lasciando una sensazione di freschezza. Pronto all’uso: spruzzare, lasciare agire brevemente, risciacquare. Adatto a routine di igiene in bagni aziendali e strutture ricettive. Verificare compatibilità su materiali sensibili prima dell’uso prolungato.;8.54;https://www.asforniture.it/prodotti/detergente-bagno-bio-trigger-eucalipto-750-ml-alca--105817;https://odmultimedia.eu/immagini/MD/105817.jpg;Alca;Prodotti per igiene > Detergenti;0.00;1;22
105934;Superfici Spray Multiuso battericida e virucida - 750 ml - Amuchina Professional;"Spray multiuso Amuchina Professional Superfici per la disinfezione di superfici dure non porose. Azione battericida e virucida dichiarata dal produttore; adatto a uffici, ambulatori, negozi e aree ad alto passaggio. Flacone trigger da 750 ml pronto all’uso: spruzzare uniformemente, lasciare agire il tempo di contatto indicato in etichetta, quindi asciugare o risciacquare se previsto. Non diluire. Conservare lontano da fonti di calore e tenere fuori dalla portata dei bambini.";7.56;https://www.asforniture.it/prodotti/superfici-spray-multiuso-battericida-e-virucida-750-ml-amuchina-professional--105934;https://odmultimedia.eu/immagini/MD/105934.jpg;Amuchina Professional;Prodotti per igiene > Detergenti;0.00;1;22
105939;Acqua demineralizzata - 2 L - Amacasa;Acqua demineralizzata Amacasa in tanica da 2 L. Acqua demineralizzata/deionizzata per uso tecnico: rabbocco ferri da stiro, umidificatori, autoclave leggera, diluizioni di prodotti concentrati e pulizia di vetri/specchi senza residui calcarei. Non potabile. Conservare a temperatura ambiente, chiusa ermeticamente per evitare contaminazioni. Ideale a supporto delle operazioni di igiene professionale.;3.05;https://www.asforniture.it/prodotti/acqua-demineralizzata-2-l-amacasa--105939;https://odmultimedia.eu/immagini/MD/105939.jpg;Amacasa;Prodotti per igiene > Detergenti;0.00;1;22
105942;Carrello per le pulizie UniJ-K 3.1 - multifunzione - 74 x 60 x 104 cm - Taxon;Carrello pulizie Taxon UniJ-K 3.1 multifunzione, 74??60??104 cm.;292.80;https://www.asforniture.it/prodotti/carrello-per-le-pulizie-unij-k-3-1-multifunzione-74-x-60-x-104-cm-taxon--105942;https://odmultimedia.eu/immagini/MD/105942.jpg;Taxon;Prodotti per igiene > Attrezzature e Panni;0.00;1;22
105949;Profumatore Deo Spray - per ambienti e tessuti - trigger 300 ml - gold argan - Sanitec;"Profumatore Deo Spray Sanitec Gold Argan per ambienti e tessuti, trigger 300 ml. Elimina gli odori e lascia una nota olfattiva calda e persistente su tende, divani, moquette e aria ambienti (secondo istruzioni). Spruzzare a distanza, evitando il contatto diretto con occhi e superfici delicate. Non saturare i tessuti; effettuare prova su angolo nascosto. Complemento ideale alle routine di pulizia in uffici, hotel e aree comuni.";8.54;https://www.asforniture.it/prodotti/profumatore-deo-spray-per-ambienti-e-tessuti-trigger-300-ml-gold-argan-sanitec--105949;https://odmultimedia.eu/immagini/MD/105949.jpg;Sanitec;Prodotti per igiene > Detergenti;0.00;1;22
